sep=;
Hersteller:;Pfeiffer-Vacuum
Gerät:;TPG362
Artikelnummer:;PT G28 290
Seriennummer:;44992684
Firmware Version:;010500
Dateiname:;OIPT LA_20250319_061831.csv
Datum / Zeit:;2025-03-19  06:18
Messintervall:;10s
Sensor 1:;PKR
Sensor 2:;KEIN SENSOR
Datum;Zeit;Sensor 1 [mBar];Sensor 2 [mBar];
2025-03-19;08:46:25;2,7803e-05;0,0000e+00;
2025-03-19;08:46:35;2,7850e-05;0,0000e+00;
2025-03-19;08:46:45;2,7892e-05;0,0000e+00;
2025-03-19;08:46:55;2,7958e-05;0,0000e+00;
2025-03-19;08:47:05;2,8011e-05;0,0000e+00;
2025-03-19;08:47:15;2,8052e-05;0,0000e+00;
2025-03-19;08:47:25;2,8097e-05;0,0000e+00;
2025-03-19;08:47:35;2,8191e-05;0,0000e+00;
2025-03-19;08:47:45;2,8205e-05;0,0000e+00;
2025-03-19;08:47:55;2,8268e-05;0,0000e+00;
2025-03-19;08:48:05;2,8319e-05;0,0000e+00;
2025-03-19;08:48:15;2,8373e-05;0,0000e+00;
2025-03-19;08:48:25;2,8426e-05;0,0000e+00;
2025-03-19;08:48:35;2,8489e-05;0,0000e+00;
2025-03-19;08:48:45;2,8541e-05;0,0000e+00;
2025-03-19;08:48:55;2,8583e-05;0,0000e+00;
2025-03-19;08:49:05;2,8650e-05;0,0000e+00;
2025-03-19;08:49:15;2,8683e-05;0,0000e+00;
2025-03-19;08:49:25;2,8739e-05;0,0000e+00;
2025-03-19;08:49:35;2,8804e-05;0,0000e+00;
2025-03-19;08:49:45;2,8878e-05;0,0000e+00;
2025-03-19;08:49:55;2,8925e-05;0,0000e+00;
2025-03-19;08:50:05;2,8963e-05;0,0000e+00;
2025-03-19;08:50:15;2,9022e-05;0,0000e+00;
2025-03-19;08:50:25;2,9084e-05;0,0000e+00;
2025-03-19;08:50:35;2,9132e-05;0,0000e+00;
2025-03-19;08:50:45;2,9169e-05;0,0000e+00;
2025-03-19;08:50:55;2,9244e-05;0,0000e+00;
2025-03-19;08:51:05;2,9278e-05;0,0000e+00;
2025-03-19;08:51:15;2,9335e-05;0,0000e+00;
2025-03-19;08:51:25;2,9390e-05;0,0000e+00;
2025-03-19;08:51:35;2,9438e-05;0,0000e+00;
2025-03-19;08:51:45;2,9509e-05;0,0000e+00;
2025-03-19;08:51:55;2,9551e-05;0,0000e+00;
2025-03-19;08:52:05;2,9624e-05;0,0000e+00;
2025-03-19;08:52:15;2,9667e-05;0,0000e+00;
2025-03-19;08:52:25;2,9724e-05;0,0000e+00;
2025-03-19;08:52:35;2,9762e-05;0,0000e+00;
2025-03-19;08:52:45;2,9830e-05;0,0000e+00;
2025-03-19;08:52:55;2,9880e-05;0,0000e+00;
2025-03-19;08:53:05;2,9923e-05;0,0000e+00;
2025-03-19;08:53:15;2,9981e-05;0,0000e+00;
2025-03-19;08:53:25;3,0029e-05;0,0000e+00;
2025-03-19;08:53:35;3,0070e-05;0,0000e+00;
2025-03-19;08:53:45;3,0141e-05;0,0000e+00;
2025-03-19;08:53:55;3,0188e-05;0,0000e+00;
2025-03-19;08:54:05;3,0266e-05;0,0000e+00;
2025-03-19;08:54:15;3,0291e-05;0,0000e+00;
2025-03-19;08:54:25;3,0369e-05;0,0000e+00;
2025-03-19;08:54:35;3,0401e-05;0,0000e+00;
2025-03-19;08:54:45;3,0454e-05;0,0000e+00;
2025-03-19;08:54:55;3,0494e-05;0,0000e+00;
2025-03-19;08:55:05;3,0559e-05;0,0000e+00;
2025-03-19;08:55:15;3,0605e-05;0,0000e+00;
2025-03-19;08:55:25;3,0686e-05;0,0000e+00;
2025-03-19;08:55:35;3,0729e-05;0,0000e+00;
2025-03-19;08:55:45;3,0794e-05;0,0000e+00;
2025-03-19;08:55:55;3,0820e-05;0,0000e+00;
2025-03-19;08:56:05;3,0861e-05;0,0000e+00;
2025-03-19;08:56:15;3,0934e-05;0,0000e+00;
2025-03-19;08:56:25;3,1013e-05;0,0000e+00;
2025-03-19;08:56:35;3,1028e-05;0,0000e+00;
2025-03-19;08:56:45;3,1068e-05;0,0000e+00;
2025-03-19;08:56:55;3,1157e-05;0,0000e+00;
2025-03-19;08:57:05;3,1194e-05;0,0000e+00;
2025-03-19;08:57:15;3,1272e-05;0,0000e+00;
2025-03-19;08:57:25;3,1311e-05;0,0000e+00;
2025-03-19;08:57:35;3,1351e-05;0,0000e+00;
2025-03-19;08:57:45;3,1418e-05;0,0000e+00;
2025-03-19;08:57:55;3,1477e-05;0,0000e+00;
2025-03-19;08:58:05;3,1541e-05;0,0000e+00;
2025-03-19;08:58:15;3,1587e-05;0,0000e+00;
2025-03-19;08:58:25;3,1619e-05;0,0000e+00;
2025-03-19;08:58:35;3,1688e-05;0,0000e+00;
2025-03-19;08:58:45;3,1745e-05;0,0000e+00;
2025-03-19;08:58:55;3,1795e-05;0,0000e+00;
2025-03-19;08:59:05;3,1839e-05;0,0000e+00;
2025-03-19;08:59:15;3,1905e-05;0,0000e+00;
2025-03-19;08:59:25;3,1953e-05;0,0000e+00;
2025-03-19;08:59:35;3,1982e-05;0,0000e+00;
2025-03-19;08:59:45;3,2027e-05;0,0000e+00;
2025-03-19;08:59:55;3,2104e-05;0,0000e+00;
2025-03-19;09:00:05;3,2179e-05;0,0000e+00;
2025-03-19;09:00:15;3,2208e-05;0,0000e+00;
2025-03-19;09:00:25;3,2269e-05;0,0000e+00;
2025-03-19;09:00:35;3,2318e-05;0,0000e+00;
2025-03-19;09:00:45;3,2351e-05;0,0000e+00;
2025-03-19;09:00:55;3,2405e-05;0,0000e+00;
2025-03-19;09:01:05;3,2494e-05;0,0000e+00;
2025-03-19;09:01:15;3,2520e-05;0,0000e+00;
2025-03-19;09:01:25;3,2561e-05;0,0000e+00;
2025-03-19;09:01:35;3,2590e-05;0,0000e+00;
2025-03-19;09:01:45;3,2692e-05;0,0000e+00;
2025-03-19;09:01:55;3,2710e-05;0,0000e+00;
2025-03-19;09:02:05;3,2798e-05;0,0000e+00;
2025-03-19;09:02:15;3,2829e-05;0,0000e+00;
2025-03-19;09:02:25;3,2907e-05;0,0000e+00;
2025-03-19;09:02:35;3,2922e-05;0,0000e+00;
2025-03-19;09:02:45;3,3005e-05;0,0000e+00;
2025-03-19;09:02:55;3,3029e-05;0,0000e+00;
2025-03-19;09:03:05;3,3087e-05;0,0000e+00;
2025-03-19;09:03:15;3,3155e-05;0,0000e+00;
2025-03-19;09:03:25;3,3188e-05;0,0000e+00;
2025-03-19;09:03:35;3,3235e-05;0,0000e+00;
2025-03-19;09:03:45;3,3270e-05;0,0000e+00;
2025-03-19;09:03:55;3,3341e-05;0,0000e+00;
2025-03-19;09:04:05;3,3393e-05;0,0000e+00;
2025-03-19;09:04:15;3,3440e-05;0,0000e+00;
2025-03-19;09:04:25;3,3504e-05;0,0000e+00;
2025-03-19;09:04:35;3,3539e-05;0,0000e+00;
2025-03-19;09:04:45;3,3615e-05;0,0000e+00;
2025-03-19;09:04:55;3,3670e-05;0,0000e+00;
2025-03-19;09:05:05;3,3702e-05;0,0000e+00;
2025-03-19;09:05:15;3,3747e-05;0,0000e+00;
2025-03-19;09:05:25;3,3810e-05;0,0000e+00;
2025-03-19;09:05:35;3,3832e-05;0,0000e+00;
2025-03-19;09:05:45;3,3928e-05;0,0000e+00;
2025-03-19;09:05:55;3,3986e-05;0,0000e+00;
2025-03-19;09:06:05;3,4026e-05;0,0000e+00;
2025-03-19;09:06:15;3,4081e-05;0,0000e+00;
2025-03-19;09:06:25;3,4143e-05;0,0000e+00;
2025-03-19;09:06:35;3,4177e-05;0,0000e+00;
2025-03-19;09:06:45;3,4234e-05;0,0000e+00;
2025-03-19;09:06:55;3,4287e-05;0,0000e+00;
2025-03-19;09:07:05;3,4329e-05;0,0000e+00;
2025-03-19;09:07:15;3,4380e-05;0,0000e+00;
2025-03-19;09:07:25;3,4426e-05;0,0000e+00;
2025-03-19;09:07:35;3,4513e-05;0,0000e+00;
2025-03-19;09:07:45;3,4526e-05;0,0000e+00;
2025-03-19;09:07:55;3,4601e-05;0,0000e+00;
2025-03-19;09:08:05;3,4643e-05;0,0000e+00;
2025-03-19;09:08:15;3,4701e-05;0,0000e+00;
2025-03-19;09:08:25;3,4743e-05;0,0000e+00;
2025-03-19;09:08:35;3,4812e-05;0,0000e+00;
2025-03-19;09:08:45;3,4848e-05;0,0000e+00;
2025-03-19;09:08:55;3,4896e-05;0,0000e+00;
2025-03-19;09:09:05;3,4940e-05;0,0000e+00;
2025-03-19;09:09:15;3,4989e-05;0,0000e+00;
2025-03-19;09:09:25;3,5045e-05;0,0000e+00;
2025-03-19;09:09:35;3,5089e-05;0,0000e+00;
2025-03-19;09:09:45;3,5165e-05;0,0000e+00;
2025-03-19;09:09:55;3,5185e-05;0,0000e+00;
2025-03-19;09:10:05;3,5277e-05;0,0000e+00;
2025-03-19;09:10:15;3,5321e-05;0,0000e+00;
2025-03-19;09:10:25;3,5364e-05;0,0000e+00;
2025-03-19;09:10:35;3,5403e-05;0,0000e+00;
2025-03-19;09:10:45;3,5466e-05;0,0000e+00;
2025-03-19;09:10:55;3,5532e-05;0,0000e+00;
2025-03-19;09:11:05;3,5579e-05;0,0000e+00;
2025-03-19;09:11:15;3,5621e-05;0,0000e+00;
2025-03-19;09:11:25;3,5667e-05;0,0000e+00;
2025-03-19;09:11:35;3,5723e-05;0,0000e+00;
2025-03-19;09:11:45;3,5783e-05;0,0000e+00;
2025-03-19;09:11:55;3,5829e-05;0,0000e+00;
2025-03-19;09:12:05;3,5880e-05;0,0000e+00;
2025-03-19;09:12:15;3,5935e-05;0,0000e+00;
2025-03-19;09:12:25;3,5987e-05;0,0000e+00;
2025-03-19;09:12:35;3,6037e-05;0,0000e+00;
2025-03-19;09:12:45;3,6089e-05;0,0000e+00;
2025-03-19;09:12:55;3,6133e-05;0,0000e+00;
2025-03-19;09:13:05;3,6187e-05;0,0000e+00;
2025-03-19;09:13:15;3,6234e-05;0,0000e+00;
2025-03-19;09:13:25;3,6268e-05;0,0000e+00;
